"item_id","all_edits","bot_edits","anon_edits","human_edits","botXhuman","bot_edits_pc","anon_edits_pc","human_edits_pc","group_size","item_age","item_quality","squaredAnon","showcase"
"Q1515",289,72,3,214,0.184480549801846,0.249134948096886,0.0103806228373702,0.740484429065744,104,1644.51820601852,"C",9,0
"Q1515236",10,7,0,3,0.21,0.7,0,0.3,6,1591.77913194444,"E",0,0
"Q1516",102,27,0,75,0.194636678200692,0.264705882352941,0,0.735294117647059,42,1644.51820601852,"B",0,0
"Q1517",89,37,1,51,0.238227496528216,0.415730337078652,0.0112359550561798,0.573033707865168,40,1644.51716435185,"C",1,0
"Q15194996",16,5,0,11,0.21484375,0.3125,0,0.6875,9,1263.03596064815,"D",0,0
"Q152",493,65,20,408,0.109113800097923,0.13184584178499,0.0405679513184584,0.827586206896552,167,1646.00766203704,"C",400,0
"Q1520",402,108,3,291,0.194475384272667,0.26865671641791,0.00746268656716418,0.723880597014925,112,1644.51532407407,"B",9,0
"Q1520958",17,10,1,6,0.207612456747405,0.588235294117647,0.0588235294117647,0.352941176470588,9,1591.69560185185,"C",1,0
"Q1521",140,39,1,100,0.198979591836735,0.278571428571429,0.00714285714285714,0.714285714285714,51,1644.51487268519,"B",1,0
"Q1521364",3,3,0,0,0,1,0,0,3,1591.68920138889,"E",0,0
"Q15214116",24,15,0,9,0.234375,0.625,0,0.375,14,1259.51967592593,"C",0,0
"Q15215593",324,307,1,16,0.0467916476146929,0.947530864197531,0.00308641975308642,0.0493827160493827,25,1259.16431712963,"C",1,0
"Q1522",402,94,12,296,0.172173956090196,0.233830845771144,0.0298507462686567,0.736318407960199,119,1644.51430555556,"C",144,0
"Q15222262",2,0,0,2,0,0,0,1,2,1256.36328703704,"E",0,0
"Q1523",272,67,17,188,0.170253027681661,0.246323529411765,0.0625,0.691176470588235,93,1644.51284722222,"C",289,0
"Q15231336",39,36,0,3,0.0710059171597633,0.923076923076923,0,0.0769230769230769,11,1253.85202546296,"C",0,0
"Q15236117",28,16,0,12,0.244897959183673,0.571428571428571,0,0.428571428571429,17,1253.17383101852,"C",0,0
"Q1524",551,114,16,421,0.158082483259278,0.206896551724138,0.029038112522686,0.764065335753176,152,1644.5125462963,"C",256,0
"Q15245429",44,43,0,1,0.0222107438016529,0.977272727272727,0,0.0227272727272727,9,1251.18756944444,"D",0,0
"Q1525",122,28,2,92,0.173071754904596,0.229508196721311,0.0163934426229508,0.754098360655738,51,1644.51172453704,"C",4,0
"Q15253285",10,6,0,4,0.24,0.6,0,0.4,4,1250.74607638889,"E",0,0
"Q1526",131,42,6,83,0.203135015441991,0.320610687022901,0.0458015267175573,0.633587786259542,53,1644.5115162037,"C",36,0
"Q15260675",19,3,0,16,0.132963988919668,0.157894736842105,0,0.842105263157895,2,1249.33717592593,"E",0,0
"Q1527",492,103,5,384,0.163394804679754,0.209349593495935,0.0101626016260163,0.780487804878049,118,1644.51059027778,"B",25,0
"Q15277",170,96,2,72,0.23916955017301,0.564705882352941,0.0117647058823529,0.423529411764706,65,1637.59445601852,"A",4,0
"Q15287372",49,45,0,4,0.0749687630154102,0.918367346938776,0,0.0816326530612245,14,1241.405625,"C",0,0
"Q153",599,65,11,523,0.0947461127477348,0.108514190317195,0.0183639398998331,0.873121869782972,170,1646.00587962963,"A",121,1
"Q1531",84,39,0,45,0.248724489795918,0.464285714285714,0,0.535714285714286,29,1644.50734953704,"A",0,0
"Q15314958",99,97,0,2,0.0197938985817774,0.97979797979798,0,0.0202020202020202,5,1233.02875,"D",0,0
"Q15318751",42,41,0,1,0.0232426303854875,0.976190476190476,0,0.0238095238095238,8,1232.90638888889,"C",0,0
"Q15320510",34,33,0,1,0.0285467128027682,0.970588235294118,0,0.0294117647058824,7,1232.85325231481,"C",0,0
"Q15324930",33,32,0,1,0.0293847566574839,0.96969696969697,0,0.0303030303030303,7,1232.70921296296,"C",0,0
"Q15329459",189,187,0,2,0.0104700316340528,0.989417989417989,0,0.0105820105820106,6,1232.5680787037,"D",0,0
"Q15330487",45,44,0,1,0.0217283950617284,0.977777777777778,0,0.0222222222222222,9,1232.53694444444,"C",0,0
"Q15331363",48,41,0,7,0.124565972222222,0.854166666666667,0,0.145833333333333,11,1232.50866898148,"C",0,0
"Q15333187",78,76,0,2,0.0249835634451019,0.974358974358974,0,0.0256410256410256,5,1232.44966435185,"D",0,0
"Q1534",189,57,0,132,0.210632401108592,0.301587301587302,0,0.698412698412698,40,1644.5059375,"C",0,0
"Q15343279",24,23,0,1,0.0399305555555556,0.958333333333333,0,0.0416666666666667,7,1232.14548611111,"C",0,0
"Q15347331",37,35,0,2,0.0511322132943755,0.945945945945946,0,0.0540540540540541,10,1232.01645833333,"C",0,0
"Q1535",51,21,0,30,0.242214532871972,0.411764705882353,0,0.588235294117647,26,1644.50563657407,"C",0,0
"Q1535796",38,30,0,8,0.166204986149584,0.789473684210526,0,0.210526315789474,15,1591.42989583333,"C",0,0
"Q15358615",31,30,0,1,0.0312174817898023,0.967741935483871,0,0.032258064516129,8,1231.36719907407,"C",0,0
"Q1536",278,38,39,201,0.0988302882873557,0.136690647482014,0.140287769784173,0.723021582733813,82,1644.50548611111,"C",1521,0
"Q15363932",40,39,0,1,0.024375,0.975,0,0.025,8,1231.10373842593,"C",0,0
"Q1536430",16,5,0,11,0.21484375,0.3125,0,0.6875,8,1591.41913194444,"E",0,0
"Q15367004",47,45,0,2,0.0407424173834314,0.957446808510638,0,0.0425531914893617,9,1230.93958333333,"C",0,0
"Q1537",435,90,17,328,0.156004756242568,0.206896551724138,0.0390804597701149,0.754022988505747,126,1644.50502314815,"C",289,0
"Q15378658",41,40,0,1,0.0237953599048186,0.975609756097561,0,0.024390243902439,9,1230.26119212963,"C",0,0
"Q1538",257,75,2,180,0.204393707701858,0.291828793774319,0.00778210116731518,0.700389105058366,93,1644.50475694444,"C",4,0
"Q15380740",38,37,0,1,0.0256232686980609,0.973684210526316,0,0.0263157894736842,8,1230.18171296296,"C",0,0
"Q1539",167,49,0,118,0.207321883179748,0.293413173652695,0,0.706586826347305,37,1644.50459490741,"C",0,0
"Q15390728",40,39,0,1,0.024375,0.975,0,0.025,8,1229.48099537037,"C",0,0
"Q154",199,36,10,153,0.13908739678291,0.180904522613065,0.050251256281407,0.768844221105528,107,1646.00556712963,"C",100,0
"Q1540",57,18,0,39,0.21606648199446,0.315789473684211,0,0.684210526315789,24,1644.50429398148,"C",0,0
"Q1541",418,136,6,276,0.214830246560289,0.325358851674641,0.0143540669856459,0.660287081339713,119,1644.50416666667,"A",36,0
"Q1542",43,10,0,33,0.178474851270957,0.232558139534884,0,0.767441860465116,20,1644.5028587963,"C",0,0
"Q1542342",25,8,0,17,0.2176,0.32,0,0.68,17,1591.34322916667,"C",0,0
"Q1543",317,67,24,226,0.150683159350775,0.211356466876972,0.0757097791798107,0.712933753943218,103,1644.50196759259,"C",576,0
"Q15431627",36,34,0,2,0.0524691358024691,0.944444444444444,0,0.0555555555555556,9,1221.44295138889,"C",0,0
"Q15431915",30,20,1,9,0.2,0.666666666666667,0.0333333333333333,0.3,11,1221.43346064815,"C",1,0
"Q15433410",22,8,0,14,0.231404958677686,0.363636363636364,0,0.636363636363636,13,1221.38377314815,"C",0,0
"Q15433792",45,40,0,5,0.0987654320987654,0.888888888888889,0,0.111111111111111,11,1221.370625,"C",0,0
"Q1544",213,77,1,135,0.229121206109899,0.36150234741784,0.00469483568075117,0.633802816901408,44,1644.50168981481,"B",1,0
"Q15442244",33,25,0,8,0.183654729109275,0.757575757575758,0,0.242424242424242,12,1221.05898148148,"C",0,0
"Q1545",254,96,14,144,0.214272428544857,0.377952755905512,0.0551181102362205,0.566929133858268,88,1644.50097222222,"B",196,0
"Q15452431",43,29,0,14,0.219578150351541,0.674418604651163,0,0.325581395348837,20,1220.65696759259,"C",0,0
"Q1546",396,102,8,286,0.186026936026936,0.257575757575758,0.0202020202020202,0.722222222222222,113,1644.49844907407,"C",64,0
"Q1546286",13,5,0,8,0.236686390532544,0.384615384615385,0,0.615384615384615,9,1591.28869212963,"C",0,0
"Q15463648",41,40,0,1,0.0237953599048186,0.975609756097561,0,0.024390243902439,9,1220.09875,"C",0,0
"Q15466854",43,42,0,1,0.0227149810708491,0.976744186046512,0,0.0232558139534884,9,1219.88336805556,"C",0,0
"Q15468277",39,38,0,1,0.0249835634451019,0.974358974358974,0,0.0256410256410256,9,1219.78951388889,"C",0,0
"Q1547",124,34,0,90,0.19901144640999,0.274193548387097,0,0.725806451612903,58,1644.49793981481,"C",0,0
"Q15472595",49,47,0,2,0.0391503540191587,0.959183673469388,0,0.0408163265306122,11,1219.49729166667,"C",0,0
"Q15476065",40,39,0,1,0.024375,0.975,0,0.025,8,1219.26003472222,"C",0,0
"Q15478249",41,40,0,1,0.0237953599048186,0.975609756097561,0,0.024390243902439,9,1219.04880787037,"C",0,0
"Q1548",176,55,0,121,0.21484375,0.3125,0,0.6875,38,1644.49653935185,"C",0,0
"Q15482212",31,30,0,1,0.0312174817898023,0.967741935483871,0,0.032258064516129,8,1218.81381944444,"C",0,0
"Q15486691",47,46,0,1,0.0208239022181983,0.978723404255319,0,0.0212765957446809,9,1218.51956018519,"C",0,0
"Q1549",194,62,0,132,0.2174513763418,0.319587628865979,0,0.680412371134021,40,1644.4946412037,"B",0,0
"Q155",1171,158,50,963,0.110960801201248,0.134927412467976,0.0426985482493595,0.822374039282664,225,1646.00479166667,"A",2500,0
"Q1550",57,15,0,42,0.193905817174515,0.263157894736842,0,0.736842105263158,33,1644.49439814815,"C",0,0
"Q15505699",44,43,0,1,0.0222107438016529,0.977272727272727,0,0.0227272727272727,9,1217.18381944444,"C",0,0
"Q1551",62,20,6,36,0.187304890738814,0.32258064516129,0.0967741935483871,0.580645161290323,35,1644.49228009259,"C",36,0
"Q15512612",42,36,0,6,0.122448979591837,0.857142857142857,0,0.142857142857143,9,1216.74667824074,"C",0,0
"Q15515190",45,44,0,1,0.0217283950617284,0.977777777777778,0,0.0222222222222222,8,1216.5683912037,"C",0,0
"Q1552",64,23,0,41,0.230224609375,0.359375,0,0.640625,37,1644.49206018519,"C",0,0
"Q15520444",42,36,0,6,0.122448979591837,0.857142857142857,0,0.142857142857143,9,1216.23728009259,"C",0,0
"Q1553",433,98,7,328,0.171444724757186,0.226327944572748,0.0161662817551963,0.757505773672055,106,1644.49185185185,"C",49,0
"Q15536798",25,17,0,8,0.2176,0.68,0,0.32,14,1214.84364583333,"C",0,0
"Q1554",62,14,6,42,0.152965660770031,0.225806451612903,0.0967741935483871,0.67741935483871,33,1644.49144675926,"B",36,0
"Q15551818",46,45,0,1,0.0212665406427221,0.978260869565217,0,0.0217391304347826,8,1213.42024305556,"C",0,0
"Q15568295",41,40,0,1,0.0237953599048186,0.975609756097561,0,0.024390243902439,8,1212.77821759259,"C",0,0
"Q1557",157,13,1,143,0.0754188810905108,0.0828025477707006,0.00636942675159236,0.910828025477707,45,1644.49005787037,"C",1,0
"Q15575525",32,31,0,1,0.0302734375,0.96875,0,0.03125,7,1212.50586805556,"C",0,0
"Q15579071",44,43,0,1,0.0222107438016529,0.977272727272727,0,0.0227272727272727,10,1212.36431712963,"C",0,0
"Q1558",394,104,7,283,0.189595196990389,0.263959390862944,0.0177664974619289,0.718274111675127,119,1644.48880787037,"C",49,0
"Q15580981",41,40,0,1,0.0237953599048186,0.975609756097561,0,0.024390243902439,9,1212.29353009259,"C",0,0
"Q15588080",30,29,0,1,0.0322222222222222,0.966666666666667,0,0.0333333333333333,7,1212.02737268519,"C",0,0
"Q1559",57,13,0,44,0.176054170514004,0.228070175438596,0,0.771929824561403,26,1644.48762731481,"C",0,0
"Q15590792",30,29,0,1,0.0322222222222222,0.966666666666667,0,0.0333333333333333,7,1211.92784722222,"C",0,0
"Q15598324",29,27,0,2,0.0642092746730083,0.931034482758621,0,0.0689655172413793,8,1211.65207175926,"C",0,0
"Q156",274,42,5,227,0.126991315466993,0.153284671532847,0.0182481751824818,0.828467153284672,111,1646.0040162037,"C",25,0
"Q15610746",39,38,0,1,0.0249835634451019,0.974358974358974,0,0.0256410256410256,8,1210.91356481481,"D",0,0
"Q1562",58,13,0,45,0.173900118906064,0.224137931034483,0,0.775862068965517,26,1644.48537037037,"C",0,0
"Q1563",345,113,9,223,0.211711825246797,0.327536231884058,0.0260869565217391,0.646376811594203,140,1644.4853125,"C",81,0
"Q15634671",5,1,0,4,0.16,0.2,0,0.8,5,1197.45047453704,"E",0,0
"Q15636962",22,22,0,0,0,1,0,0,5,1195.58233796296,"C",0,0
"Q1564",54,9,0,45,0.138888888888889,0.166666666666667,0,0.833333333333333,28,1644.48493055556,"C",0,0
"Q15642095",17,17,0,0,0,1,0,0,5,1194.88377314815,"D",0,0
"Q15643520",1,1,0,0,0,1,0,0,1,1194.23543981481,"E",0,0
"Q15644616",1,1,0,0,0,1,0,0,1,1194.02950231481,"E",0,0
"Q1565",73,26,1,46,0.224432351285419,0.356164383561644,0.0136986301369863,0.63013698630137,35,1644.48445601852,"B",1,0
"Q15652052",24,24,0,0,0,1,0,0,5,1191.12940972222,"C",0,0
"Q1566",369,51,59,259,0.0970101570934409,0.138211382113821,0.159891598915989,0.70189701897019,118,1644.48422453704,"C",3481,0
"Q156635",417,372,1,44,0.0941290133360937,0.892086330935252,0.00239808153477218,0.105515587529976,42,1617.61144675926,"B",1,0
"Q15667338",27,26,0,1,0.0356652949245542,0.962962962962963,0,0.037037037037037,7,1189.97686342593,"C",0,0
"Q1567",45,8,1,36,0.142222222222222,0.177777777777778,0.0222222222222222,0.8,29,1644.48393518519,"C",1,0
"Q15674338",33,11,0,22,0.222222222222222,0.333333333333333,0,0.666666666666667,15,1189.49078703704,"C",0,0
"Q15677837",26,26,0,0,0,1,0,0,6,1189.253125,"C",0,0
"Q1568",459,41,25,393,0.076480555911544,0.0893246187363834,0.0544662309368192,0.856209150326797,151,1644.48364583333,"C",625,0
"Q1569",71,10,0,61,0.121007736560206,0.140845070422535,0,0.859154929577465,28,1644.48346064815,"C",0,0
"Q156959",129,34,5,90,0.18388318009735,0.263565891472868,0.0387596899224806,0.697674418604651,42,1617.58984953704,"C",25,0
"Q15697221",4,2,0,2,0.25,0.5,0,0.5,4,1187.05584490741,"E",0,0
"Q1569923",125,73,0,52,0.242944,0.584,0,0.416,27,1590.92157407407,"B",0,0
"Q157",573,94,30,449,0.128547889464531,0.164048865619546,0.0523560209424084,0.783595113438045,182,1646.00387731481,"A",900,0
"Q15709841",32,28,0,4,0.109375,0.875,0,0.125,9,1183.04694444444,"C",0,0
"Q1571",271,43,9,219,0.128225378194741,0.158671586715867,0.033210332103321,0.808118081180812,106,1644.48261574074,"C",81,0
"Q15712683",16,10,0,6,0.234375,0.625,0,0.375,3,1180.10074074074,"D",0,0
"Q1572",53,6,1,46,0.0982556069775721,0.113207547169811,0.0188679245283019,0.867924528301887,27,1644.48259259259,"C",1,0
"Q1573",51,9,0,42,0.145328719723183,0.176470588235294,0,0.823529411764706,25,1644.4821412037,"C",0,0
"Q15731350",4,0,0,4,0,0,0,1,3,1171.64609953704,"E",0,0
"Q15736773",19,18,0,1,0.0498614958448753,0.947368421052632,0,0.0526315789473684,5,1168.04509259259,"D",0,0
"Q1574",174,25,10,139,0.11477738142423,0.14367816091954,0.0574712643678161,0.798850574712644,66,1644.48206018519,"C",100,0
"Q15740553",26,26,0,0,0,1,0,0,5,1167.36230324074,"C",0,0
"Q15749907",24,24,0,0,0,1,0,0,4,1166.66581018519,"C",0,0
"Q1575",294,29,40,225,0.0754893794252395,0.0986394557823129,0.136054421768707,0.76530612244898,66,1644.48196759259,"C",1600,0
"Q15753640",6,6,0,0,0,1,0,0,4,1166.59396990741,"C",0,0
"Q1578",184,41,4,139,0.168330576559546,0.222826086956522,0.0217391304347826,0.755434782608696,66,1644.48134259259,"C",16,0
"Q15782410",39,18,10,11,0.130177514792899,0.461538461538462,0.256410256410256,0.282051282051282,27,1165.36503472222,"C",100,0
"Q15794221",17,10,0,7,0.242214532871972,0.588235294117647,0,0.411764705882353,13,1165.15710648148,"C",0,0
"Q15796779",24,24,0,0,0,1,0,0,4,1164.99042824074,"D",0,0
"Q1580",61,15,1,45,0.181402848696587,0.245901639344262,0.0163934426229508,0.737704918032787,31,1644.48112268519,"C",1,0
"Q15803271",24,24,0,0,0,1,0,0,5,1164.48020833333,"C",0,0
"Q15808899",1,1,0,0,0,1,0,0,1,1164.35447916667,"E",0,0
"Q1581",448,107,27,314,0.167400749362245,0.238839285714286,0.0602678571428571,0.700892857142857,144,1644.48091435185,"C",729,0
"Q15811484",1,1,0,0,0,1,0,0,1,1164.28731481481,"E",0,0
"Q15819178",2,1,0,1,0.25,0.5,0,0.5,2,1162.35216435185,"E",0,0
"Q1582",53,11,0,42,0.164471342114632,0.207547169811321,0,0.792452830188679,25,1644.48064814815,"C",0,0
"Q1582028",39,25,0,14,0.230111768573307,0.641025641025641,0,0.358974358974359,20,1590.79668981481,"D",0,0
"Q1584",312,256,0,56,0.147271531886916,0.82051282051282,0,0.179487179487179,54,1644.47989583333,"C",0,0
"Q15846361",5,5,0,0,0,1,0,0,3,1158.75046296296,"E",0,0
"Q1584756",3,0,0,3,0,0,0,1,2,1590.77219907407,"E",0,0
"Q1585",284,82,45,157,0.159616147589764,0.288732394366197,0.158450704225352,0.552816901408451,100,1644.47988425926,"B",2025,0
"Q15862356",32,31,0,1,0.0302734375,0.96875,0,0.03125,9,1157.94012731481,"D",0,0
"Q1587",72,12,1,59,0.136574074074074,0.166666666666667,0.0138888888888889,0.819444444444444,21,1644.4793287037,"C",1,0
"Q1588",380,83,11,286,0.164390581717452,0.218421052631579,0.0289473684210526,0.752631578947368,113,1644.47873842593,"C",121,0
"Q15881064",2,1,0,1,0.25,0.5,0,0.5,2,1156.60725694444,"E",0,0
"Q1588833",50,46,0,4,0.0736,0.92,0,0.08,16,1590.72828703704,"C",0,0
"Q1589",239,97,21,121,0.205476094606187,0.405857740585774,0.0878661087866109,0.506276150627615,82,1644.47846064815,"B",441,0
"Q15898298",3,2,0,1,0.222222222222222,0.666666666666667,0,0.333333333333333,3,1153.66219907407,"E",0,0
"Q159",1874,237,62,1575,0.106289345067992,0.126467449306297,0.0330843116328709,0.840448239060832,317,1646.00233796296,"A",3844,0
"Q15908193",2,1,0,1,0.25,0.5,0,0.5,2,1151.91596064815,"E",0,0
"Q15909408",5,3,0,2,0.24,0.6,0,0.4,5,1151.63287037037,"E",0,0
"Q1591",96,12,1,83,0.108072916666667,0.125,0.0104166666666667,0.864583333333333,33,1644.4774537037,"C",1,0
"Q1592",42,7,1,34,0.134920634920635,0.166666666666667,0.0238095238095238,0.80952380952381,23,1644.47693287037,"C",1,0
"Q15920691",2,1,0,1,0.25,0.5,0,0.5,2,1149.36513888889,"E",0,0
"Q15929853",3,1,0,2,0.222222222222222,0.333333333333333,0,0.666666666666667,3,1147.34142361111,"E",0,0
"Q1593",51,17,1,33,0.215686274509804,0.333333333333333,0.0196078431372549,0.647058823529412,26,1644.47619212963,"C",1,0
"Q15942986",2,1,0,1,0.25,0.5,0,0.5,2,1144.59944444444,"E",0,0
"Q1595",71,9,0,62,0.110692322951795,0.126760563380282,0,0.873239436619718,27,1644.47599537037,"C",0,0
"Q1596",60,21,2,37,0.215833333333333,0.35,0.0333333333333333,0.616666666666667,28,1644.47577546296,"C",4,0
"Q15976656",1,1,0,0,0,1,0,0,1,1135.94594907407,"E",0,0
"Q1598",66,26,1,39,0.232782369146006,0.393939393939394,0.0151515151515152,0.590909090909091,29,1644.47494212963,"B",1,0
"Q1599",206,57,1,148,0.198793477236309,0.276699029126214,0.00485436893203883,0.718446601941748,76,1644.47456018519,"C",1,0
"Q15994940",3,0,0,3,0,0,0,1,2,1127.65905092593,"E",0,0
"Q160",368,145,2,221,0.236627185727788,0.394021739130435,0.00543478260869565,0.60054347826087,111,1646.00200231481,"B",4,0
"Q1600",66,30,1,35,0.241046831955923,0.454545454545455,0.0151515151515152,0.53030303030303,27,1644.47452546296,"B",1,0
"Q1601",75,31,1,43,0.236977777777778,0.413333333333333,0.0133333333333333,0.573333333333333,37,1644.47414351852,"B",1,0
"Q1601176",362,347,0,15,0.0397194835322487,0.958563535911602,0,0.0414364640883978,21,1590.60759259259,"C",0,0
"Q16017552",26,12,0,14,0.248520710059172,0.461538461538462,0,0.538461538461538,14,1125.82112268519,"C",0,0
"Q16024227",32,30,0,2,0.05859375,0.9375,0,0.0625,8,1125.46390046296,"D",0,0
"Q16024918",3,0,0,3,0,0,0,1,3,1125.45460648148,"E",0,0
"Q16028074",20,9,0,11,0.2475,0.45,0,0.55,15,1125.3459375,"C",0,0
"Q1603",392,102,10,280,0.185860058309038,0.260204081632653,0.0255102040816327,0.714285714285714,125,1644.47356481481,"C",100,0
"Q16030322",7,2,0,5,0.204081632653061,0.285714285714286,0,0.714285714285714,6,1124.75350694444,"D",0,0
"Q1604",97,39,0,58,0.240408119885216,0.402061855670103,0,0.597938144329897,39,1644.47351851852,"C",0,0
"Q16040456",3,0,0,3,0,0,0,1,3,1124.38986111111,"E",0,0
"Q16047974",3,2,0,1,0.222222222222222,0.666666666666667,0,0.333333333333333,2,1124.25594907407,"E",0,0
"Q1605",57,15,1,41,0.189289012003693,0.263157894736842,0.0175438596491228,0.719298245614035,26,1644.47324074074,"C",1,0
"Q160561",53,41,0,12,0.175151299394802,0.773584905660377,0,0.226415094339623,17,1617.36775462963,"C",0,0
"Q1606",63,11,1,51,0.141345427059713,0.174603174603175,0.0158730158730159,0.80952380952381,30,1644.47265046296,"C",1,0
"Q16083352",1,0,0,1,0,0,0,1,1,1122.24128472222,"E",0,0
"Q1609",39,8,1,30,0.157790927021696,0.205128205128205,0.0256410256410256,0.769230769230769,24,1644.47100694444,"C",1,0
"Q16096517",2,1,0,1,0.25,0.5,0,0.5,2,1122.09945601852,"E",0,0
"Q1609923",45,32,0,13,0.205432098765432,0.711111111111111,0,0.288888888888889,19,1590.51226851852,"B",0,0
"Q161",187,34,3,150,0.145843461351483,0.181818181818182,0.0160427807486631,0.802139037433155,85,1646.0019212963,"C",9,0
"Q1610",92,22,0,70,0.181947069943289,0.239130434782609,0,0.760869565217391,41,1644.47072916667,"C",0,0
"Q1610935",57,40,0,17,0.209295167743921,0.701754385964912,0,0.298245614035088,23,1590.50304398148,"B",0,0
"Q16117645",1,0,0,1,0,0,0,1,1,1121.69230324074,"E",0,0
"Q1612",477,103,5,369,0.167042442941339,0.215932914046122,0.010482180293501,0.773584905660377,122,1644.47032407407,"C",25,0
"Q1612535",62,41,0,21,0.223985431841831,0.661290322580645,0,0.338709677419355,27,1590.49105324074,"C",0,0
"Q1613",46,5,1,40,0.0945179584120983,0.108695652173913,0.0217391304347826,0.869565217391304,24,1644.47019675926,"C",1,0
"Q16132449",1,0,0,1,0,0,0,1,1,1121.62658564815,"E",0,0
"Q16137602",1,0,0,1,0,0,0,1,1,1121.6021875,"E",0,0
"Q1614",47,8,1,38,0.137618832050702,0.170212765957447,0.0212765957446809,0.808510638297872,24,1644.46961805556,"C",1,0
"Q16147332",4,0,0,4,0,0,0,1,4,1121.52171296296,"E",0,0
"Q16153809",2,0,0,2,0,0,0,1,2,1121.48275462963,"E",0,0
"Q1615964",2,1,0,1,0.25,0.5,0,0.5,2,1590.45564814815,"E",0,0
"Q16164233",1,0,0,1,0,0,0,1,1,1121.43362268519,"E",0,0
"Q16165351",18,2,0,16,0.0987654320987654,0.111111111111111,0,0.888888888888889,10,1121.42835648148,"D",0,0
"Q16166345",336,323,0,13,0.0371935232426304,0.961309523809524,0,0.0386904761904762,19,1121.42373842593,"C",0,0
"Q1617",322,46,10,266,0.118012422360248,0.142857142857143,0.031055900621118,0.826086956521739,111,1644.46763888889,"C",100,0
"Q16171582",25,16,0,9,0.2304,0.64,0,0.36,18,1121.39850694444,"C",0,0
"Q16179052",1,0,0,1,0,0,0,1,1,1121.36107638889,"E",0,0
"Q1618",284,116,23,145,0.208539972227733,0.408450704225352,0.0809859154929577,0.51056338028169,94,1644.46725694444,"B",529,0
"Q16183622",1,0,0,1,0,0,0,1,1,1121.34116898148,"E",0,0
"Q16184541",10,3,0,7,0.21,0.3,0,0.7,7,1121.33700231481,"E",0,0
"Q16186861",39,16,0,23,0.241946088099934,0.41025641025641,0,0.58974358974359,22,1120.80420138889,"C",0,0
"Q16192896",337,326,0,11,0.0315755179670509,0.967359050445104,0,0.0326409495548961,17,1120.74391203704,"C",0,0
"Q16194836",28,10,1,17,0.216836734693878,0.357142857142857,0.0357142857142857,0.607142857142857,17,1120.69898148148,"D",1,0
"Q162",254,28,79,147,0.0637981275962552,0.110236220472441,0.311023622047244,0.578740157480315,90,1646.00038194444,"C",6241,0
"Q1620",43,9,2,32,0.155759870200108,0.209302325581395,0.0465116279069767,0.744186046511628,25,1644.46671296296,"C",4,0
"Q1620305",30,21,0,9,0.21,0.7,0,0.3,14,1590.40516203704,"C",0,0
"Q1621",51,11,0,40,0.169165705497885,0.215686274509804,0,0.784313725490196,27,1644.46626157407,"C",0,0
"Q1622",113,31,1,81,0.19664813219516,0.274336283185841,0.00884955752212389,0.716814159292035,47,1644.46560185185,"C",1,0
"Q1623",159,27,1,131,0.139907440370239,0.169811320754717,0.00628930817610063,0.823899371069182,57,1644.46414351852,"C",1,0
"Q16231953",19,8,0,11,0.243767313019391,0.421052631578947,0,0.578947368421053,12,1119.7265162037,"C",0,0
"Q16246155",13,9,0,4,0.21301775147929,0.692307692307692,0,0.307692307692308,10,1119.52212962963,"D",0,0
"Q16247366",3,2,0,1,0.222222222222222,0.666666666666667,0,0.333333333333333,2,1119.51642361111,"E",0,0
"Q1626",137,34,2,101,0.182961265917204,0.248175182481752,0.0145985401459854,0.737226277372263,43,1644.4622337963,"C",4,0
"Q16266351",16,2,0,14,0.109375,0.125,0,0.875,9,1119.06079861111,"E",0,0
"Q1627119",59,41,0,18,0.212008043665613,0.694915254237288,0,0.305084745762712,29,1590.31309027778,"C",0,0
"Q1627446",8,5,0,3,0.234375,0.625,0,0.375,8,1590.30917824074,"E",0,0
"Q1628",137,63,0,74,0.248388299856146,0.45985401459854,0,0.54014598540146,53,1644.46122685185,"C",0,0
"Q163",202,49,6,147,0.176526811096951,0.242574257425743,0.0297029702970297,0.727722772277228,86,1645.99993055556,"C",36,0
"Q1630",183,37,1,145,0.160201857326286,0.202185792349727,0.00546448087431694,0.792349726775956,50,1644.46103009259,"C",1,0
"Q16307665",1,0,0,1,0,0,0,1,1,1116.56403935185,"E",0,0
"Q16308280",1,0,0,1,0,0,0,1,1,1116.53295138889,"E",0,0
"Q1631",346,112,10,224,0.209562631561362,0.323699421965318,0.0289017341040462,0.647398843930636,101,1644.46101851852,"B",100,0
"Q1632",103,27,3,73,0.185785653690263,0.262135922330097,0.029126213592233,0.70873786407767,43,1644.46070601852,"B",9,0
"Q16323341",1,1,0,0,0,1,0,0,1,1115.50337962963,"E",0,0
"Q16323369",2,1,0,1,0.25,0.5,0,0.5,2,1115.50037037037,"E",0,0
"Q16326662",19,3,0,16,0.132963988919668,0.157894736842105,0,0.842105263157895,4,1114.61679398148,"E",0,0
"Q1633",91,20,4,67,0.16181620577225,0.21978021978022,0.043956043956044,0.736263736263736,37,1644.46034722222,"C",16,0
"Q16337865",12,5,0,7,0.243055555555556,0.416666666666667,0,0.583333333333333,9,1112.93665509259,"D",0,0
"Q16342631",1,0,0,1,0,0,0,1,1,1112.55043981481,"E",0,0
"Q16343319",1,0,0,1,0,0,0,1,1,1112.53613425926,"E",0,0
"Q16345287",1,0,0,1,0,0,0,1,1,1112.49829861111,"E",0,0
"Q16346930",1,0,0,1,0,0,0,1,1,1112.48359953704,"E",0,0
